Source,Author,Title,Description,URL,Published At,Sentiment,Type
cyprus-mail,,"‘We didn’t do enough for sports’, president admits","Over the years, the state “has not done enough for sports and culture,” President Nikos Christodoulides admitted on Tuesday evening. He promised that from now on the state would do everything possible in the direction of creating infrastructure for Cypriot athletes. Speaking at an event at the presidential palace organised by the Cyprus Sports Organisation [&#8230;]",https://cyprus-mail.com/2024/07/16/we-didnt-do-enough-for-sports-president-admits/,2024-07-16T18:56:36+00:00,positive,Sports
Post,Tamantha Ryan,"Naomi Campbell, 54, shows off fit figure in gold bikini on yacht in Ibiza with famous pals","The supermodel was spotted hanging out with actresses Eiza González and Michelle Rodriguez, who also sported bikinis.",https://pagesix.com/2024/07/16/celebrity-news/naomi-campbell-54-shows-off-fit-figure-in-gold-bikini-on-yacht-in-ibiza-with-famous-pals/,2024-07-16T18:54:29+00:00,neutral,Sports
Post,Page Six Video,Lala Kent once made fun of Ariana Madix for wearing the same dress she sported to her baby shower,"A baby bump isn’t required to pull off a poofy baby doll dress. Lala Kent celebrated her baby shower with friends and family over the weekend. However, it turns out the pregnant “Vanderpump Rules” star wore a rainbow sherbet-hued version of the same Selkie Puff dress that she made fun of Ariana Madix for wearing...",https://pagesix.com/video/lala-kent-once-made-fun-of-ariana-madix-for-wearing-the-same-dress-she-sported-to-her-baby-shower/,2024-07-16T18:51:20+00:00,positive,Sports
4-traders,,Trump says 'I'm for TikTok' as potential US ban looms,"(marketscreener.com) Republican presidentialcandidate Donald Trump said he supports TikTok even as apotential ban looms if Chinese-parent company ByteDance fails todivest the short video app's U.S. assets. ""Im for TikTok because you need competition. If you donthave TikTok, you have Facebook and Instagram,"" Trump toldBloomberg BusinessWeek in an...https://www.marketscreener.com/quote/stock/TRUMP-MEDIA-TECHNOLOGY-GR-127708949/news/Trump-says-I-m-for-TikTok-as-potential-US-ban-looms-47395322/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/TRUMP-MEDIA-TECHNOLOGY-GR-127708949/news/Trump-says-I-m-for-TikTok-as-potential-US-ban-looms-47395322/?utm_medium=RSS&utm_content=20240716,2024-07-16T23:28:04+00:00,negative,Technology
4-traders,,Global fusion energy investment growth falls for second year,"(marketscreener.com) Global fusion energyinvestment growth fell for a second year, an industry group saidin an annual survey on Tuesday, amid difficulties in raisingcapital for a technology that one day could revolutionize theenergy industry but has major hurdles. Investments rose more than $900 million this year to a totalof about $7.1 billion, the...https://www.marketscreener.com/news/latest/Global-fusion-energy-investment-growth-falls-for-second-year--47395260/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/news/latest/Global-fusion-energy-investment-growth-falls-for-second-year--47395260/?utm_medium=RSS&utm_content=20240716,2024-07-16T23:01:00+00:00,positive,Technology
Investing.com | Stock Market Quotes &amp; Financial News,Investing.com,"Marvell Technology COO Chris Koopmans sells $369,400 in stock","Marvell Technology COO Chris Koopmans sells $369,400 in stock",https://www.investing.com/news/company-news/marvell-technology-coo-chris-koopmans-sells-369400-in-stock-93CH-3521971,2024-07-16T22:31:05+00:00,neutral,Technology
4-traders,,Vishay Precision Group Announces Date for Its Second Quarter Fiscal 2024 Earnings Conference Call,"(marketscreener.com) MALVERN, Pa., July 16, 2024 -- Vishay Precision Group, Inc. , a leader in precision measurement and sensing technologies, will release its financial results for the second quarter of fiscal 2024 before the opening of the market on Tuesday, August 6, 2024. Ziv Shoshani, chief executive officer, and Bill Clancy, chief financial officer, will...https://www.marketscreener.com/quote/stock/VISHAY-PRECISION-GROUP-IN-6379747/news/Vishay-Precision-Group-Announces-Date-for-Its-Second-Quarter-Fiscal-2024-Earnings-Conference-Call-47395171/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/VISHAY-PRECISION-GROUP-IN-6379747/news/Vishay-Precision-Group-Announces-Date-for-Its-Second-Quarter-Fiscal-2024-Earnings-Conference-Call-47395171/?utm_medium=RSS&utm_content=20240716,2024-07-16T22:25:06+00:00,neutral,Technology
4-traders,,L3Harris Technologies : Artemis II SLS Core Stage Heading to NASA's Kennedy Space Center,"(marketscreener.com) NASA's second SLS rocket core stage, complete with four RS-25 main engines provided by L3Harris' Aerojet Rocketdyne segment, is making its way to Kennedy Space Center, Florida, in preparation for the historic Artemis II mission. Slated to launch in 2025, Artemis II is the first crewed flight of the SLS and...https://www.marketscreener.com/quote/stock/L3HARRIS-TECHNOLOGIES-INC-60951433/news/L3Harris-Technologies-Artemis-II-SLS-Core-Stage-Heading-to-NASA-s-Kennedy-Space-Center-47395166/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/L3HARRIS-TECHNOLOGIES-INC-60951433/news/L3Harris-Technologies-Artemis-II-SLS-Core-Stage-Heading-to-NASA-s-Kennedy-Space-Center-47395166/?utm_medium=RSS&utm_content=20240716,2024-07-16T22:20:08+00:00,positive,Technology
Investing.com | Stock Market Quotes &amp; Financial News,Investing.com,Marvell technology CFO sells over $110k in company stock,Marvell technology CFO sells over $110k in company stock,https://www.investing.com/news/company-news/marvell-technology-cfo-sells-over-110k-in-company-stock-93CH-3521942,2024-07-16T22:05:13+00:00,neutral,Technology
eurasiareview,,Making Rechargeable Batteries More Sustainable With Fully Recyclable Components,"Rechargeable solid-state lithium batteries are an emerging technology that could someday power cell phones and laptops for days with a single charge. Offering significantly enhanced energy density, they are a safer alternative to the flammable lithium-ion batteries currently used in consumer electronics — but they are not environmentally friendly. Current recycling methods focus on the limited recovery of metals contained within the cathodes, while everything else goes to waste.A team of Penn State researchers may have solved this issue. Led by Enrique Gomez, interim associate dean for...",https://api.follow.it/track-rss-story-click/v3/Qw9d99ManWdY2uNXPybh6qrkJyTkC_2b,2024-07-16T22:04:04+00:00,positive,Technology
finanznachrichten,,374Water Inc.: 374Water Deploying its Innovative AirSCWO Waste Destruction Technology to the City of Orlando's Iron Bridge Water Pollution Control Facility,"DURHAM, NC / ACCESSWIRE / July 16, 2024 / 374Water Inc. (NASDAQ:SCWO), (the ""Company""), a global leader in organic waste destruction technology for the municipal, federal, and industrial markets, a...",https://www.finanznachrichten.de/nachrichten-2024-07/62746110-374water-inc-374water-deploying-its-innovative-airscwo-waste-destruction-technology-to-the-city-of-orlando-s-iron-bridge-water-pollution-control-fac-200.htm,2024-07-16T22:02:00+00:00,negative,Technology
defensedaily,Frank Wolfe,Operational Trial Starts for CODA Space Domain Awareness System,"On July 8, the U.S. Space Force began an operational trial of L3Harris Technologies&#8216; [LHX] Consolidated Operational Data Archive (CODA) system, the service&#8217;s Space Systems Command (SSC) in El Segundo, [&#8230;]",https://www.defensedaily.com/operational-trial-starts-for-coda-space-domain-awareness-system/space/,2024-07-16T21:56:46+00:00,positive,Technology
ecplanet,Capuano Edoardo,Estendere la durata della batteria dei veicoli elettrici,"Gli scienziati hanno creato una tecnologia di sintesi monocristallina che estende significativamente la durata di vita dei materiali catodici per le applicazioni elettriche dei veicoliUn gruppo di ricerca guidato dal professor Kyu-Young Park (1) del Graduate Institute of Ferrous &amp; Eco Materials Technology e dal Dipartimento di Scienza e ingegneria dei materiali e da Kyoung Eun Lee, una dottorando, e dall'alunna Yura Kim del Graduate Institute of Ferrous &amp; Eco Materials Technology presso l'Università di Scienza e Tecnologia di Pohang (POSTECH), in collaborazione con POSCO Holdings N.EX....",https://www.ecplanet.org/estendere-la-durata-della-batteria-dei-veicoli-elettrici,2024-07-16T21:53:18+00:00,neutral,Technology
Investing.com | Stock Market Quotes &amp; Financial News,Investing.com,374Water Deploying its Innovative AirSCWO Waste Destruction Technology to the City of Orlando's Iron Bridge Water Pollution Control Facility,374Water Deploying its Innovative AirSCWO Waste Destruction Technology to the City of Orlando's Iron Bridge Water Pollution Control Facility,https://www.investing.com/news/press-releases/374water-deploying-its-innovative-airscwo-waste-destruction-technology--to-the-city-of-orlandos-iron-bridge-water-pollution-control-facility-93CH-3521926,2024-07-16T21:52:04+00:00,positive,Technology
Investing.com | Stock Market Quotes &amp; Financial News,Investing.com,"Etsy's chief technology officer sells shares worth $15,000","Etsy's chief technology officer sells shares worth $15,000",https://www.investing.com/news/company-news/etsys-chief-technology-officer-sells-shares-worth-15000-93CH-3521920,2024-07-16T21:50:10+00:00,positive,Technology
executivegov,Derrick Henry,DOE Offers Access to INL Supercomputer Bitterroot to Accelerate Nuclear Innovation,"The Department of Energy’s Office of Nuclear Energy is seeking to accelerate the development of advanced nuclear reactors by providing access to a new supercomputer called Bitterroot at Idaho National Laboratory. After installing and testing the machine, Bitterroot was made available to researchers starting on June 18, INL said. The supercomputer is envisioned to help the nuclear industry develop new reactor technologies and speed up their commercial deployment, the laboratory added. Offered under the DOE’s Nuclear Science User Facilities program, Bitterroot and other INL supercomputers...",https://executivegov.com/2024/07/doe-offers-access-to-inl-supercomputer-bitterroot-to-accelerate-nuclear-innovation/,2024-07-16T21:16:05+00:00,positive,Technology
executivegov,Jane Edwards,Senate Bill Seeks to Ensure Security of Federal Equipment to Protect US Supply Chains,"Sens. John Cornyn, R-Texas, and Gary Peters, D-Mich., have proposed a bill to ensure that federal agencies do not purchase counterfeit electronics or information technology products from unauthorized sellers as part of a push to protect U.S. supply chains and cybersecurity. The Securing America’s Federal Equipment in Supply Chains Act would preclude the head of an agency from using a covered product acquired from an entity other than an authorized seller or an original equipment manufacturer, Cornyn&#8217;s office said Thursday. “This commonsense legislation would require government...",https://executivegov.com/2024/07/senate-bill-seeks-to-ensure-security-of-federal-equipment-to-protect-us-supply-chains/,2024-07-16T21:16:05+00:00,positive,Technology
executivegov,Kristen Smith,New OSTP Guidelines Require Improving Research Security,"New guidelines from the White House Office of Science and Technology Policy require federal research agencies to implement research security policies amid increasing military and economic competition. The OSTP memorandum indicated that the agencies must obligate certain research institutions to certify that they have established a functioning research security program designed to protect sensitive information, in compliance with the National Security Presidential Memorandum-33 and certain provisions of the CHIPS and Science Act, the White House said Tuesday. The certification must include...",https://executivegov.com/2024/07/new-ostp-guidelines-require-improving-research-security/,2024-07-16T21:16:05+00:00,positive,Technology
4-traders,,Communications Services Lag Amid Sector Bias - Communications Services Roundup,"(marketscreener.com) Communications services companies rose, but not by as much as the broad market, as traders rotated out of the leading 2024 sectors into laggards such as materials and small-cap stocks. Data from Walt Disney's internal Slack workplace collaboration system have been leaked online, including discussions about ad campaigns, studio technology...https://www.marketscreener.com/quote/stock/WALT-DISNEY-COMPANY-THE-4842/news/Communications-Services-Lag-Amid-Sector-Bias-Communications-Services-Roundup-47394862/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/WALT-DISNEY-COMPANY-THE-4842/news/Communications-Services-Lag-Amid-Sector-Bias-Communications-Services-Roundup-47394862/?utm_medium=RSS&utm_content=20240716,2024-07-16T21:14:20+00:00,positive,Technology
4-traders,,Tech Down Slightly on Sector Rotation - Tech Roundup,"(marketscreener.com) Shares of technology companies fell slightly as traders rotated out of the 2024 leaders into laggards such as industrial and materials sectors that have more to gain from a rate cut in the coming months. The Roundhill Magnificient Seven exchange-traded fund, which tracks the seven largest tech companies, those responsible for the majority...https://www.marketscreener.com/business-leaders/Elon-Musk-1364/news/Tech-Down-Slightly-on-Sector-Rotation-Tech-Roundup--47394853/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/business-leaders/Elon-Musk-1364/news/Tech-Down-Slightly-on-Sector-Rotation-Tech-Roundup--47394853/?utm_medium=RSS&utm_content=20240716,2024-07-16T21:13:19+00:00,positive,Technology
executivegov,Branson Brooks,NASA Administrative Retirement Cues Directorial Shifts; Bill Nelson Quoted,"Kurt Vogel, who has served as the associate administrator for NASA’s space technology mission directorate&#160;since January, is retiring from the role. Clayton Turner, NASA’s Langley Research Center director, will take over as the acting associate administrator for the STMD, while&#160;Dawn Schaible, NASA Glenn Research Center&#8217;s deputy director, follows as the acting Langley Center director, effective immediately,&#160;NASA announced Tuesday. NASA administrator and 2024 Wash100 recipient&#160;Bill Nelson thanked Vogel for his service and welcomed Turner and Schaible into their new...",https://executivegov.com/2024/07/nasa-administrative-retirement-cues-directorial-shifts-bill-nelson-quoted/,2024-07-16T21:11:04+00:00,positive,Technology
executivegov,Jerry Petersen,Volpe Center Looking Into Sources for Mission Information Technology Support Services II Requirement,"The Department of Transportation&#8216;s John A. Volpe National Transportation Systems Center has issued a sources sought notice to determine the availability of vendors that can meet the requirements under an anticipated indefinite delivery/indefinite quantity contract vehicle titled Mission Information Technology Support Services II. Scope of Requirements MITS II is intended to provide Volpe Center projects with a variety of support services covering technology assessment and modernization; system analysis, development, deployment, field support and analytical research analysis; system and...",https://executivegov.com/2024/07/volpe-center-looking-into-sources-for-mission-information-technology-support-services-ii-requirement/,2024-07-16T21:11:04+00:00,negative,Technology
4-traders,,Materials Jump on Rate Bets - Materials Roundup,"(marketscreener.com) Producers of metals and other raw materials rose sharply as traders positioned themselves for a rate cut in the coming months. The 2023-24 stock-market rally has been narrowly focused on the technology sector, but the prospect of an imminent rate cut could extend the recent broadening of the rally, according to one longtime Wall Street...https://www.marketscreener.com/news/latest/Materials-Jump-on-Rate-Bets-Materials-Roundup--47394809/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/news/latest/Materials-Jump-on-Rate-Bets-Materials-Roundup--47394809/?utm_medium=RSS&utm_content=20240716,2024-07-16T21:08:18+00:00,negative,Technology
4-traders,,"Cypherpunk Announces Corporate Update on Current Solana Holdings, Solana Staking Activity and Solana Trading Strategy","(marketscreener.com) Cypherpunk Holdings Inc. , a Canadian-based holding vehicle dedicated to investing in companies, technologies, and protocols within the blockchain ecosystem, announced an update on the Company's Solana holdings, staking activity and trading strategy. Increase in Solana HoldingsThe Company announced a significant increase in its SOL holdings,...https://www.marketscreener.com/quote/stock/CYPHERPUNK-HOLDINGS-INC-54321095/news/Cypherpunk-Announces-Corporate-Update-on-Current-Solana-Holdings-Solana-Staking-Activity-and-Solana-47394768/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/CYPHERPUNK-HOLDINGS-INC-54321095/news/Cypherpunk-Announces-Corporate-Update-on-Current-Solana-Holdings-Solana-Staking-Activity-and-Solana-47394768/?utm_medium=RSS&utm_content=20240716,2024-07-16T21:05:07+00:00,positive,Technology
4-traders,,"The Aaron's Company, Inc. to Announce Second Quarter 2024 Results","(marketscreener.com) ATLANTA, July 16, 2024 /PRNewswire/ -- The Aaron's Company, Inc. , a leading, technology-enabled, omnichannel provider of lease-to-own and retail purchase solutions, will release its second quarter 2024 results after market close on Monday, August 5, 2024. ...https://www.marketscreener.com/quote/stock/THE-AARON-S-COMPANY-INC-14272/news/The-Aaron-s-Company-Inc-to-Announce-Second-Quarter-2024-Results-47394674/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/THE-AARON-S-COMPANY-INC-14272/news/The-Aaron-s-Company-Inc-to-Announce-Second-Quarter-2024-Results-47394674/?utm_medium=RSS&utm_content=20240716,2024-07-16T21:01:08+00:00,neutral,Technology
aktiencheck,,SMA Solar Technology: Short-Attacke von WorldQuant - Aktiennews,"Niestetal (www.aktiencheck.de) - Shortseller WorldQuant, LLC steigert Netto-Leerverkaufsposition in SMA Solar Technology-Aktien sichtbar:Die Leerverkäufer von WorldQuant, LLC attackieren die Aktien des Wechselrichter-Herstellers für die Solarindustrie SMA Solar Technology AG (ISIN: DE000A0DJ6J9, WKN: A0DJ6J, Ticker-Symbol: S92, Nasdaq OTC-Symbol: SMTGF). [mehr]",https://www.aktiencheck.de/exklusiv/Artikel-SMA_Solar_Technology_Short_Attacke_von_WorldQuant_Aktiennews-17244226,2024-07-16T20:40:14+00:00,neutral,Technology
koreaherald,Korea Herald,[Kim Seong-kon] Our precious things can be 'Gone With the Wind',"Today, South Korea is enjoying worldwide popularity thanks to the Korean Wave and its reputation as a country of economic success and democratization, all of which it has accomplished in a relatively short span of time. In addition, South Korea is also a global center of cutting-edge technology, represented by Samsung, LG and Hyundai. For these reasons, the people of South Korea are now well off and living comfortably in &ldquo;a fully developed, advanced country.&rdquo; Therefore, few Koreans",https://www.koreaherald.com/view.php?ud=20240716050754,2024-07-16T20:35:07+00:00,positive,Technology
4-traders,,Veralto Announces Appointment of Vijay Sankaran to Board of Directors,"(marketscreener.com) New independent director brings extensive executive management and digital technology leadershipWALTHAM, Mass., July 16, 2024 /PRNewswire/ -- Veralto , a global leader in essential water and product quality solutions dedicated to Safeguarding the World's Most Vital Resources&trade;, has appointed Vijay Sankaran to its board of directors....https://www.marketscreener.com/quote/stock/VERALTO-CORPORATION-159626217/news/Veralto-Announces-Appointment-of-Vijay-Sankaran-to-Board-of-Directors-47394540/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/VERALTO-CORPORATION-159626217/news/Veralto-Announces-Appointment-of-Vijay-Sankaran-to-Board-of-Directors-47394540/?utm_medium=RSS&utm_content=20240716,2024-07-16T20:31:11+00:00,positive,Technology
4-traders,,FOXO Technologies Inc. Announces Receipt of Notice of Non-Compliance with NYSE Continued Listing Requirements,"(marketscreener.com) Reaffirms commitment to regaining compliance with the NYSE American continued listing standardsMINNEAPOLIS, MN, July 16, 2024 -- FOXO Technologies Inc. &nbsp;, reports that it has received an official notice of noncompliance from NYSE Regulation stating that the Company is not in compliance with Section 1003 of the Company Guide since it...https://www.marketscreener.com/quote/stock/FOXO-TECHNOLOGIES-INC-118392357/news/FOXO-Technologies-Inc-Announces-Receipt-of-Notice-of-Non-Compliance-with-NYSE-Continued-Listing-Req-47394518/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/FOXO-TECHNOLOGIES-INC-118392357/news/FOXO-Technologies-Inc-Announces-Receipt-of-Notice-of-Non-Compliance-with-NYSE-Continued-Listing-Req-47394518/?utm_medium=RSS&utm_content=20240716,2024-07-16T20:30:06+00:00,neutral,Technology
dailymail,,"Celebrities like Kim Kardashian and Kate Hudson are getting a $2,500 MRI scan to learn about their health. Should you?","Vancouver-based health startup Prenuvo claims its expensive MRI scans can detect cancer and other chronic diseases before symptoms start, though experts have slammed the technology as 'pointless.'",https://www.dailymail.co.uk/health/article-13640457/celebrities-kim-kardashian-mri-scan-learn-health.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,2024-07-16T20:29:40+00:00,negative,Technology
dailymail,,"Celebrities like Kim Kardashian and Kate Hudson are getting a $2,500 MRI scan to learn about their health. Should you?","Vancouver-based health startup Prenuvo claims its expensive MRI scans can detect cancer and other chronic diseases before symptoms start, though experts have slammed the technology as 'pointless.'",https://www.dailymail.co.uk/health/article-13640457/celebrities-kim-kardashian-mri-scan-learn-health.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,2024-07-16T20:29:40+00:00,negative,Technology
Seeking Alpha,,UFP Technologies to buy Welch Fluorocarbon,UFP Technologies to buy Welch Fluorocarbon,https://seekingalpha.com/news/4124783-ufp-technologies-to-buy-welch-fluorocarbon?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news,2024-07-16T20:22:11+00:00,neutral,Technology
4-traders,,Horizon Technology Finance to Announce Second Quarter 2024 Financial Results,"(marketscreener.com) Horizon Technology Finance Corporation , an affiliate of Monroe Capital, and a leading specialty finance company that provides capital in the form of secured loans to venture capital-backed companies in the technology, life science, healthcare information and services, and sustainability industries, announced today that it plans to release...https://www.marketscreener.com/quote/stock/HORIZON-TECHNOLOGY-FINANC-6809416/news/Horizon-Technology-Finance-to-Announce-Second-Quarter-2024-Financial-Results-47394426/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/HORIZON-TECHNOLOGY-FINANC-6809416/news/Horizon-Technology-Finance-to-Announce-Second-Quarter-2024-Financial-Results-47394426/?utm_medium=RSS&utm_content=20240716,2024-07-16T20:17:06+00:00,neutral,Technology
4-traders,,Crown Equipment Joins Universal Technical Institute's Early Employment Program,"(marketscreener.com) Paid work experience opportunities available to automotive and diesel technology students at 11 campusesPHOENIX, July 16, 2024 /PRNewswire/ -- Universal Technical Institute, the transportation, skilled trades and energy education division of Universal Technical Institute, Inc. today announced that Crown Equipment &nbsp;is now offering paid work...https://www.marketscreener.com/quote/stock/UNIVERSAL-TECHNICAL-INSTI-14775/news/Crown-Equipment-Joins-Universal-Technical-Institute-s-Early-Employment-Program-47394415/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/UNIVERSAL-TECHNICAL-INSTI-14775/news/Crown-Equipment-Joins-Universal-Technical-Institute-s-Early-Employment-Program-47394415/?utm_medium=RSS&utm_content=20240716,2024-07-16T20:16:11+00:00,positive,Technology
4-traders,,Verra Mobility Schedules Second Quarter 2024 Earnings Call,"(marketscreener.com) MESA, Ariz., July 16, 2024 /PRNewswire/ -- Verra Mobility Corporation&nbsp;, a leading provider of smart mobility technology solutions, announced today that it will report financial results for the second quarter ended June 30, 2024, after market close on August 8, 2024. ...https://www.marketscreener.com/quote/stock/VERRA-MOBILITY-CORPORATIO-34185079/news/Verra-Mobility-Schedules-Second-Quarter-2024-Earnings-Call-47394389/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/VERRA-MOBILITY-CORPORATIO-34185079/news/Verra-Mobility-Schedules-Second-Quarter-2024-Earnings-Call-47394389/?utm_medium=RSS&utm_content=20240716,2024-07-16T20:11:08+00:00,positive,Technology
4-traders,,"Aspen Technology Announces Date of Fourth-Quarter & Fiscal Year 2024 Financial Results Release, Conference Call and Webcast","(marketscreener.com) Aspen Technology, Inc. , a global leader in industrial software, today announced that it will release financial results for its fourth quarter and fiscal year 2024, ended June 30, 2024, after the U.S. financial markets close on Tuesday, August 6, 2024.AspenTech will host a conference call and webcast presentation on Tuesday, August 6, 2024,...https://www.marketscreener.com/quote/stock/ASPEN-TECHNOLOGY-8515/news/Aspen-Technology-Announces-Date-of-Fourth-Quarter-Fiscal-Year-2024-Financial-Results-Release-Conf-47394379/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/ASPEN-TECHNOLOGY-8515/news/Aspen-Technology-Announces-Date-of-Fourth-Quarter-Fiscal-Year-2024-Financial-Results-Release-Conf-47394379/?utm_medium=RSS&utm_content=20240716,2024-07-16T20:10:07+00:00,neutral,Technology
finanznachrichten,,Ingredion Incorporated: Ingredion Releases 2023 Sustainability Report: Building a Sustainable Future. Together.,"WESTCHESTER, Ill., July 16, 2024"" The report details progress against the Company's 2030 sustainabilitygoals and underscores its purpose to bring the potential of people, nature and technology toge...",https://www.finanznachrichten.de/nachrichten-2024-07/62745877-ingredion-incorporated-ingredion-releases-2023-sustainability-report-building-a-sustainable-future-together-399.htm,2024-07-16T20:10:00+00:00,neutral,Technology
4-traders,,Onto Innovation Welcomes Stephen Schwartz to its Board of Directors,"(marketscreener.com) Onto Innovation Inc. today announced Dr. Stephen Schwartz has joined its board of directors.With over 25 years of leadership experience in high technology companies, Dr. Stephen Schwartz brings a strong background in technical leadership to Onto Innovation&rsquo;s board of directors. He currently serves as president and chief executive...https://www.marketscreener.com/quote/stock/ONTO-INNOVATION-INC-10148/news/Onto-Innovation-Welcomes-Stephen-Schwartz-to-its-Board-of-Directors-47394370/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/ONTO-INNOVATION-INC-10148/news/Onto-Innovation-Welcomes-Stephen-Schwartz-to-its-Board-of-Directors-47394370/?utm_medium=RSS&utm_content=20240716,2024-07-16T20:09:06+00:00,positive,Technology
4-traders,,GNW Consulting and Domo Power Marketing Operations Programs that Accelerate Business Results,"(marketscreener.com) Today Domo announced that GNW Consulting, a strategic marketing operations agency that guides companies through implementation, integration and optimization of marketing technology, has partnered with the company to support mutual clients at all stages of their marketing journey, starting from strategy up through deployment. Having helped over...https://www.marketscreener.com/quote/stock/DOMO-INC-44420354/news/GNW-Consulting-and-Domo-Power-Marketing-Operations-Programs-that-Accelerate-Business-Results-47394357/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/DOMO-INC-44420354/news/GNW-Consulting-and-Domo-Power-Marketing-Operations-Programs-that-Accelerate-Business-Results-47394357/?utm_medium=RSS&utm_content=20240716,2024-07-16T20:08:06+00:00,neutral,Technology
4-traders,,"Allurion to Report Second Quarter 2024 Financial Results on August 13, 2024","(marketscreener.com) Allurion Technologies, Inc. , a company dedicated to ending obesity, today announced that it will report financial results for the second quarter 2024 on Tuesday, August 13, 2024. Company management will host a conference call to discuss financial results and provide a business update on the same day at 8:30 AM ET.To access the conference...https://www.marketscreener.com/quote/stock/ALLURION-TECHNOLOGIES-INC-157699317/news/Allurion-to-Report-Second-Quarter-2024-Financial-Results-on-August-13-2024-47394354/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/ALLURION-TECHNOLOGIES-INC-157699317/news/Allurion-to-Report-Second-Quarter-2024-Financial-Results-on-August-13-2024-47394354/?utm_medium=RSS&utm_content=20240716,2024-07-16T20:07:08+00:00,neutral,Technology
4-traders,,MACOM Dedicates Lowell Campus in Honor of John L. Ocampo,"(marketscreener.com) MACOM Technology Solutions Inc. , a leading supplier of semiconductor products, today announced the inauguration of the John L. Ocampo Technology Campus, in memory of the late John Ocampo. The campus in Lowell, Massachusetts, is the home of one of MACOM&rsquo;s semiconductor wafer fabrication facilities, research and development centers and its...https://www.marketscreener.com/quote/stock/MACOM-TECHNOLOGY-SOLUTION-10190273/news/MACOM-Dedicates-Lowell-Campus-in-Honor-of-John-L-Ocampo-47394352/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/MACOM-TECHNOLOGY-SOLUTION-10190273/news/MACOM-Dedicates-Lowell-Campus-in-Honor-of-John-L-Ocampo-47394352/?utm_medium=RSS&utm_content=20240716,2024-07-16T20:07:06+00:00,negative,Technology
4-traders,,"Ibotta to Announce Second Quarter 2024 Financial Results on August 13, 2024","(marketscreener.com) DENVER, July 16, 2024 -- Ibotta , a leading technology company providing digital promotions and performance marketing solutions, announced today that it will report second quarter 2024 financial results after the market close on Tuesday, August 13, 2024. Management will host a conference call and webcast to discuss Ibotta&rsquo;s financial...https://www.marketscreener.com/quote/stock/IBOTTA-INC-168727547/news/Ibotta-to-Announce-Second-Quarter-2024-Financial-Results-on-August-13-2024-47394320/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/IBOTTA-INC-168727547/news/Ibotta-to-Announce-Second-Quarter-2024-Financial-Results-on-August-13-2024-47394320/?utm_medium=RSS&utm_content=20240716,2024-07-16T20:05:07+00:00,neutral,Technology
4-traders,,"Cricut to Announce Second Quarter 2024 Financial Results on August 6, 2024","(marketscreener.com) SOUTH JORDAN, Utah, July 16, 2024 -- Cricut, Inc. , the creative technology company that has brought a connected platform for making to millions of users worldwide, today announced it will report its financial results for the second quarter ended June 30, 2024 after the U.S. markets close on Tuesday, August 6, 2024. Cricut management will host...https://www.marketscreener.com/quote/stock/CRICUT-INC-120780838/news/Cricut-to-Announce-Second-Quarter-2024-Financial-Results-on-August-6-2024-47394318/?utm_medium=RSS&utm_content=20240716",https://www.marketscreener.com/quote/stock/CRICUT-INC-120780838/news/Cricut-to-Announce-Second-Quarter-2024-Financial-Results-on-August-6-2024-47394318/?utm_medium=RSS&utm_content=20240716,2024-07-16T20:05:06+00:00,positive,Technology
